s_m,x_m,y_m,curvature_1_m,track_width_m
492.0,-20.49275203251807,-22.63144852100792,-0.0014535564683567156,12.0
494.0,-18.5521340982703,-22.11880828372814,-0.0025977137660052364,12.0
496.0,-16.604534480269958,-21.615183142391402,-0.0037300516351191503,12.0
498.0,-14.64898611722025,-21.125142839867944,-0.004850899649866526,12.0
500.0,-12.684521947824381,-20.653257119028023,-0.005959704756481545,12.0
502.0,-10.710174910785572,-20.204095722741876,-0.007054803699778938,12.0
504.0,-8.724977944807025,-19.782228393879752,-0.008133215417361752,12.0
506.0,-6.727963988591959,-19.392224875311896,-0.009190463790518601,12.0
508.0,-4.718165980843579,-19.03865490990856,-0.010220446291420894,12.0
510.0,-2.6946168602650977,-18.726088240539976,-0.011215368940754481,12.0
512.0,-0.6579982564777237,-18.46439404065814,-0.0307519781547122,12.0
514.0,1.3688274504557039,-18.334737653259662,-0.06534302463443428,12.0
516.0,3.3471125797701737,-18.46934496120479,-0.10518436741086971,12.0
518.0,5.241477940473636,-18.98754396766332,-0.08022001329890102,12.0
520.0,7.0682167247245555,-19.81376435137579,-0.020989098198414845,12.0
522.0,8.881080965457713,-20.730609704481605,0.009091899615982169,12.0
524.0,10.688265965520463,-21.632159547814968,-0.03118925285235598,12.0
526.0,12.409721650700837,-22.630618708976467,-0.07457523333057003,12.0
528.0,13.962374871285764,-23.85290337510131,-0.0639887339023127,12.0
530.0,15.367689137014919,-25.277967671639548,-0.019114806821867142,12.0
532.0,16.728591627740336,-26.76944352486607,0.01428216032621961,12.0
534.0,18.096267302037006,-28.243324388159984,-0.028708305909111987,12.0
536.0,19.36393816615681,-29.77800827197931,-0.07358425336540544,12.0
538.0,20.427256026629124,-31.457169481233436,-0.048469203282722424,12.0
540.0,21.331461105600837,-33.24794174826305,-0.02001432597848953,12.0
542.0,22.166454971281883,-35.08264718533483,0.00019707443257417143,12.0
544.0,22.981678034528606,-36.9176391803002,-0.01877354086543711,12.0
546.0,23.722851183409322,-38.77087758882673,-0.03824892888148255,12.0
548.0,24.324766012750256,-40.668144271833455,-0.03357918592576799,12.0
550.0,24.801526469749295,-42.60745956171409,-0.013502368636004791,12.0
552.0,25.227142840722443,-44.56587490653929,0.006143334460696081,12.0
554.0,25.67710151045566,-46.519925078873904,0.02579178784273034,12.0
556.0,26.224494981797676,-48.44665373610672,0.03365505097454551,12.0
558.0,26.899176783678566,-50.33229615752273,0.03201074969023533,12.0
560.0,27.693458659852624,-52.17106815162328,0.030509269928601868,12.0
562.0,28.598387874937867,-53.95758269922037,0.02875847097428484,12.0
564.0,29.604661481574773,-55.68914561882874,0.026656764203010833,12.0
566.0,30.702649487475476,-57.36557743140061,0.02460572449009747,12.0
568.0,31.882709370592355,-58.98679500127925,0.02265252135194708,12.0
570.0,33.13519894986443,-60.552714971356096,0.021047244876812952,12.0
572.0,34.45327798661505,-62.06143427915022,0.023572215009945267,12.0
574.0,35.83969570060668,-63.50482204352973,0.026126743811209944,12.0
576.0,37.299251092192236,-64.87341616514304,0.02863801724540135,12.0
578.0,38.835641525780396,-66.15790792076537,0.029499946175729316,12.0
580.0,40.44600404574068,-67.34990195286565,0.030333368052133367,12.0
582.0,42.12505716892278,-68.44133962530029,0.031373489024139264,12.0
584.0,43.867052282101874,-69.42558272906201,0.027654664121970828,12.0
586.0,45.660940789393834,-70.31223539081854,0.021507330065913238,12.0
588.0,47.49229521155095,-71.12125666881461,0.015446350970169394,12.0
590.0,49.3471259724494,-71.87241773697372,0.011212141299514236,12.0
592.0,51.21723992352315,-72.58131125181883,0.007836019787152286,12.0
594.0,53.09821800042533,-73.26080921539699,0.004447427641494256,12.0
596.0,54.98592196822337,-73.92302733714834,0.00615006752970756,12.0
598.0,56.88204605781014,-74.56094672631617,0.013667841174503276,12.0
600.0,58.79463641340539,-75.14670973789539,0.02117718451892057,12.0
602.0,60.732057901792345,-75.65140893906924,0.02806758161410136,12.0
604.0,62.698475453413835,-76.05003799224068,0.029895730273491482,12.0
606.0,64.6848555823623,-76.3298498596586,0.03218917642118961,12.0
608.0,66.6795788737454,-76.4804994340736,0.034927146267381255,12.0
610.0,68.6721172371115,-76.49507171436493,0.027188501240979716,12.0
612.0,70.6632286631801,-76.40212461172746,0.014414500111096462,12.0
614.0,72.6603382852524,-76.25117131497713,0.0017575407768397565,12.0
616.0,74.67090864344776,-76.0918289729184,-0.0031155422495588608,12.0
618.0,76.68956698115625,-75.92981509371809,0.024845259688877665,12.0
620.0,78.6810103512765,-75.66847911143448,0.05500048568392003,12.0
622.0,80.60567778326904,-75.19660704934535,0.0867886219927196,12.0
624.0,82.43237241015284,-74.43039340196657,0.06160005931919727,12.0
626.0,84.17453853851538,-73.43231807422733,0.032381364797679876,12.0
628.0,85.8604533445689,-72.31346705031548,0.005820376797396335,12.0
630.0,87.51595041601361,-71.17035082051088,0.0026265702300980833,12.0
632.0,89.1545438866542,-70.02613039732681,0.001234136326457744,12.0
634.0,90.78588950401007,-68.88099413381916,-0.00019670898537143375,12.0
636.0,92.4182829377919,-67.73409745727808,0.00336767878860234,12.0
638.0,94.04592103941303,-66.57396045805527,0.00905062865337852,12.0
640.0,95.65465036377947,-65.38280424349409,0.014699257978004534,12.0
642.0,97.23018766632148,-64.14276613914657,0.020900466208377565,12.0
644.0,98.75283847083828,-62.835614149568244,0.030110285523711425,12.0
646.0,100.19027664059445,-61.442254158124044,0.03981730957710375,12.0
648.0,101.50877628231851,-59.943765514477,0.04182839959896117,12.0
650.0,102.70323964705774,-58.342461109249605,0.026109473145607527,12.0
652.0,103.81585361632386,-56.675724919982976,0.010693091731051062,12.0
654.0,104.89305936927187,-54.98408584847604,0.001275065419703433,12.0
656.0,105.95778674142807,-53.28921253199868,0.010332729678556429,12.0
658.0,106.98588512777839,-51.57500675039404,0.01938937543338742,12.0
660.0,107.94767366635128,-49.82098991153973,0.02599883660593268,12.0
662.0,108.82009161678175,-48.0164899449542,0.027450478681959222,12.0
