s_m,x_m,y_m,curvature_1_m,track_width_m,is_closed
0,0,0,-0.10958904109589,3,0
0.159261294244483,0.00138978169792914,0.159253208740212,-0.10958904109589,3,0
0.318522588488965,0.00555870345075071,0.318457907410321,-0.10958904109589,3,0
0.477783882733448,0.012505495364513,0.477565600716862,-0.10958904109589,3,0
0.63704517697793,0.0222280413791047,0.636527822915143,-0.10958904109589,3,0
0.796306471222413,0.0347233799128226,0.795296152572381,-0.10958904109589,3,0
0.955567765466895,0.0499877047645061,0.953822227317338,-0.10958904109589,3,0
1.11482905971138,0.0680163662729374,1.11205775857197,-0.10958904109589,3,0
1.27409035395586,0.0888038727331697,1.2699545462606,-0.10958904109589,3,0
1.43335164820034,0.112343892069369,1.42746449349211,-0.10958904109589,3,0
1.59261294244483,0.138629253763602,1.58453962121074,-0.10958904109589,3,0
1.75187423668931,0.167651951040066,1.74113208281097,-0.10958904109589,3,0
1.91113553093379,0.199403143304023,1.89719417871205,-0.10958904109589,3,0
2.07039682517827,0.233873158834728,2.05267837088777,-0.10958904109589,3,0
2.22965811942276,0.271051497731532,2.20753729734697,-0.10958904109589,3,0
2.38891941366724,0.310926835112252,2.3617237865605,-0.10958904109589,3,0
2.54818070791172,0.35348702456284,2.51519087183012,-0.10958904109589,3,0
2.7074420021562,0.398719101837301,2.66789180559497,-0.10958904109589,3,0
2.86670329640069,0.446609288806725,2.81978007367139,-0.10958904109589,3,0
3.02596459064517,0.497142997656233,2.97080940942155,-0.10958904109589,3,0
3.18522588488965,0.550304835328586,3.12093380784673,-0.10958904109589,3,0
3.34448717913413,0.606078608213034,3.27010753960086,-0.10958904109589,3,0
3.50374847337862,0.664447327078065,3.4182851649202,-0.10958904109589,3,0
3.6630097676231,0.725393212246482,3.56542154746462,-0.10958904109589,3,0
3.82227106186758,0.788897699011267,3.71147186806668,-0.10958904109589,3,0
3.98153235611206,0.854941443290569,3.85639163838388,-0.10958904109589,3,0
4.14079365035655,0.923504327520101,4.00013671445033,-0.10958904109589,3,0
4.30005494460103,0.994565466781143,4.14266331012336,-0.10958904109589,3,0
4.45931623884551,1.06810321516229,4.28392801042125,-0.10958904109589,3,0
4.61857753308999,1.14409517235301,4.42388778474783,-0.10958904109589,3,0
4.77783882733448,1.222518190467,4.5625,-0.10958904109589,3,0
4.93710012157896,1.30334838109323,4.69972243355424,-0.10958904109589,3,0
5.09636141582344,1.38656112257261,4.83551328612799,-0.10958904109589,3,0
5.25562271006793,1.47213106749801,4.96983119451212,-0.10958904109589,3,0
5.41488400431241,1.56003215043525,5.10263524417057,-0.10958904109589,3,0
5.57414529855689,1.65023759586295,5.2338849817033,-0.10958904109589,3,0
5.73340659280137,1.7427199263286,5.36354042716882,-0.10958904109589,3,0
5.89266788704585,1.83745097081845,5.49156208626244,-0.10958904109589,3,0
6.05192918129034,1.93440187333866,5.61791096234663,-0.10958904109589,3,0
6.21119047553482,2.03354310170514,5.74254856832977,-0.10958904109589,3,0
6.3704517697793,2.13484445653933,5.86543693838967,-0.10958904109589,3,0
6.52971306402379,2.23827508046721,5.98653863953838,-0.10958904109589,3,0
6.68897435826827,2.34380346751878,6.10581678302458,-0.10958904109589,3,0
6.84823565251275,2.45139747272507,6.2232350355703,-0.10958904109589,3,0
7.00749694675723,2.56102432190981,6.33875763043835,-0.10958904109589,3,0
7.16675824100172,2.67265062167275,6.45234937832725,-0.10958904109589,3,0
7.3260195352462,2.78624236956165,6.56397567809019,-0.10958904109589,3,0
7.48528082949068,2.9017649644297,6.67360252727493,-0.10958904109589,3,0
7.64454212373516,3.01918321697542,6.78119653248122,-0.10958904109589,3,0
7.80380341797965,3.13846136046162,6.88672491953279,-0.10958904109589,3,0
7.96306471222413,3.25956306161033,6.99015554346067,-0.10958904109589,3,0
8.12232600646861,3.38245143167023,7.09145689829486,-0.10958904109589,3,0
8.28158730071309,3.50708903765337,7.19059812666134,-0.10958904109589,3,0
8.44084859495758,3.63343791373756,7.28754902918155,-0.10958904109589,3,0
8.60010988920206,3.76145957283118,7.3822800736714,-0.10958904109589,3,0
8.75937118344654,3.8911150182967,7.47476240413705,-0.10958904109589,3,0
8.91863247769102,4.02236475582944,7.56496784956476,-0.10958904109589,3,0
9.07789377193551,4.15516880548788,7.65286893250199,-0.10958904109589,3,0
9.23715506617999,4.28948671387201,7.73843887742739,-0.10958904109589,3,0
9.39641636042447,4.42527756644576,7.82165161890677,-0.10958904109589,3,0
9.55567765466895,4.5625,7.902481809533,-0.10958904109589,3,0
9.71493894891344,4.70111221525217,7.98090482764699,-0.10958904109589,3,0
9.87420024315792,4.84107198957875,8.05689678483771,-0.10958904109589,3,0
10.0334615374024,4.98233668987664,8.13043453321886,-0.10958904109589,3,0
10.1927228316469,5.12486328554967,8.2014956724799,-0.10958904109589,3,0
10.3519841258914,5.26860836161612,8.27005855670943,-0.10958904109589,3,0
10.5112454201359,5.41352813193332,8.33610230098873,-0.10958904109589,3,0
10.6705067143803,5.55957845253538,8.39960678775352,-0.10958904109589,3,0
10.8297680086248,5.7067148350798,8.46055267292193,-0.10958904109589,3,0
10.9890293028693,5.85489246039913,8.51892139178697,-0.10958904109589,3,0
11.1482905971138,6.00406619215327,8.57469516467141,-0.10958904109589,3,0
11.3075518913583,6.15419059057844,8.62785700234376,-0.10958904109589,3,0
11.4668131856027,6.3052199263286,8.67839071119328,-0.10958904109589,3,0
11.6260744798472,6.45710819440503,8.7262808981627,-0.10958904109589,3,0
11.7853357740917,6.60980912816988,8.77151297543716,-0.10958904109589,3,0
11.9445970683362,6.7632762134395,8.81407316488775,-0.10958904109589,3,0
12.1038583625807,6.91746270265303,8.85394850226847,-0.10958904109589,3,0
12.2631196568252,7.07232162911223,8.89112684116527,-0.10958904109589,3,0
12.4223809510696,7.22780582128795,8.92559685669598,-0.10958904109589,3,0
12.5816422453141,7.38386791718903,8.95734804895993,-0.10958904109589,3,0
12.7409035395586,7.54046037878926,8.9863707462364,-0.10958904109589,3,0
12.9001648338031,7.69753550650789,9.01265610793063,-0.10958904109589,3,0
13.0594261280476,7.8550454537394,9.03619612726683,-0.10958904109589,3,0
13.2186874222921,8.01294224142803,9.05698363372706,-0.10958904109589,3,0
13.3779487165365,8.17117777268266,9.07501229523549,-0.10958904109589,3,0
13.537210010781,8.32970384742762,9.09027662008718,-0.10958904109589,3,0
13.6964713050255,8.48847217708486,9.1027719586209,-0.10958904109589,3,0
13.85573259927,8.64743439928314,9.11249450463549,-0.10958904109589,3,0
14.0149938935145,8.80654209258968,9.11944129654925,-0.10958904109589,3,0
14.1742551877589,8.96574679125979,9.12361021830207,-0.10958904109589,3,0
14.3335164820034,9.125,9.125,-0.10958904109589,3,0
14.4927777762479,9.28425320874021,9.12361021830207,-0.10958904109589,3,0
14.6520390704924,9.44345790741032,9.11944129654925,-0.10958904109589,3,0
